message_id,content,ann_1,ann_2,ann_3,ann_4,ann_5,ann_6,ann_7,ann_8,ann_9,ann_10
TE_023,"Techcom: Kinh gui Quy khach, 11324 diem Vietcom Priority sap het han. De tranh het han, vui long doi diem ngay tai: tech-com- priority.com",1,1,1,1,1,1,1,1,1,1
TE_024,Vietcom: 11324 diem Priority cua Quy khach se het han som. Vui long doi diem ngay: vietcompriority.com,1,1,1,1,0,1,1,1,1,0
TE_025,"Vietcom Mot loi nhac nho: So diem cua ban tong cong 31.603.148 V ND, se het han vao ngay 12 thang 4. Dung quen su dung nhe! Chi tiet: vietcomi.com/vn",1,1,1,1,1,1,1,1,1,1
TE_026,"O?~Mb]hQPFcghx.dchvb.tech""wCo Cu,u;Ngu'y~T:hua~100,%-Don",1,1,1,1,1,1,1,1,1,1
TE_027,"[TB] CMND đăng ký thuê bao của Quý khách đã hết hiệu lực từ 1/1/2025 (theo quy định luật Căn cước). Quý khách vui lòng truy cập https://viettel.vn/doigiayto và cập nhật thông tin CC/CCCD mới nhất hoặc đến cửa hàng giao dịch Viettel để được hỗ trợ.
Tặng 50.000₫ vào tài khoản khuyến mại khi thực hiện online qua My Viettel trước 01/05/2026, ưu đãi cộng vào ngày hôm sau. Chi tiết liên hệ 198 (0₫). Trân trọng.",0,0,0,0,0,0,0,0,0,0
TE_028,"Cảnh báo: TRẦN QUỐC VIỆT đi giải quyết khoản vay 1.250.000₫ app BIG DONG trong vòng 2 tiếng HÔM NAY. Nếu cố tình vay tiền CHIEM_ĐOAT, không trả nợ hoặc lấy lý do không vay ĐỂ TRỐN N.Ợ. Chúng tôi truy xuất thông tin CCC.D tra người
thân gia đình họ hàng, gọi về nơi làm việc. cày danh bạ bạn bè, facebook zalo. Công khai hình ảnh chân dung GIỰT NỢ lem luốc đến từng người. Link app thanh toán:http://i.xpl.asia/LsSBmu",1,1,1,1,1,0,0,1,1,1
TE_029,"VUI LONG HỌP TÁC TRẢ NỢ TRƯỚC 9H SÁNG NAY, K ĐC CỔ TÌNH K THANH TOÁN SẼ ẢNH HUONG UY TIN DANH DỰ Link app: https://t.ly/zT487",1,1,1,1,1,1,1,1,1,1
TE_030,[TB] Số điện thoại của Quý khách đã được xác thực thông tin theo quy định của Thông tư 08/2026/ TT-BKHCN. Quý khách KHÔNG CẦN thực hiện thêm bất kỳ thao tác xác thực nào và yên tâm tiếp tục sử dụng dịch vụ. Viettel trân trọng cảm ơn Quý khách đã đồng hành!,1,1,1,1,0,0,0,0,0,0
TE_031,"Em Yeu Quach Duc Giang Thoi Gian Dang Ky Nhan 427k Cua Quy Khach Sap Het Han, Truy Cap Ngay Https://mm99.band",1,1,1,1,1,1,1,1,1,1
TE_032,"Xe bạn có vi phạm, xử lý ngay: dichvucong-vn.com",1,1,1,1,1,1,1,1,1,1
TE_033,Trang Gem Moi Ra Mat. Tang Qua Tan Thu Len Den 588K Khi Dang Ki. Nap Dau Tang 100%. Truy Cap Ngay: RHPsvL.LoZuF.me,1,1,1,1,1,1,1,1,1,1
TE_034,"Em chào anh/ chị, em là Trang bên ngân hàng VPBANK, em có tiếp nhận anh/chị có nhu cầu mở thẻ tín dụng Vpbank thông qua App VT Money. Em liên hệ qua để hướng dẫn mình hoàn thiên hồ sơ mờ thẻ tín dụng của bên em ạ. 
Anh/chị dành 3-5p vào app VT money e hỗ trợ hướng dẫn hoàn thiện hồ sơ ạ. https://mothe.senid.vn/tpc_vtm/mobileapp",1,1,1,1,1,0,1,0,1,1
TE_035,"Tech-com kinh gui: 11324 diem uu tien cua Quy khach se het han trong thoi gian toi. De dam bao quyen loi, vui long quy doi som tai vn-priority-tech.com",1,1,1,1,1,1,1,0,0,1
TE_036,"Theo thông tư 08/TT-BKHCN của Bộ KH&CN, để đảm bảo quyền lợi & tránh gián đoạn dịch vụ, QK cần cập nhật thông tin thuê bao chính chủ trên ứng dụng Vietnamobile (mục Cập nhật thông tin bao):
https://www.vietnamobile.com.vn/app Hướng dẫn chi tiết: https://vietnamobile.com.vn/cntt CTLH 0922789789 (0₫). QK vui lòng bỏ qua tin nhằn nếu đã thực hiện. Trân trọng",0,0,0,0,0,0,0,0,0,0
TE_037,"TẮT VĨNH VIỄN. Xác thực WhatsApp 12h, không làm là MẤT whastxpp.vip",1,1,1,1,0,1,1,0,1,0
TE_038,Vui long truy cap de thanh toan tien phat giao thong thang nay va tranh phi phat do nop tre : vndichvucong-gov.com,1,1,1,1,1,1,0,1,1,1
TE_039,"Cam on QK 0369987068 da tham gia chuong trinh Khao sat Vang /Trang, vui long tham gia khao sat danh gia va nhan diem tich luy tai https://khaosat1913.com. LH Hotline: 02888881913",1,1,1,1,1,1,1,1,1,1
TE_040,Viet-com tran trong thong bao: 11324 diem Priority cua Quy khach dang den han het hieu luc. Vui long thuc hien quy doi kip thoi vcb-doi-thuong.com,1,1,1,1,1,1,1,1,1,1
TE_041,Thong bao phat: Ban se khong the gia han giay phep lai xe hoac xe hoi neu thong bao nay chua duoc thanh toan. Xem chi tiet hoac thanh toan: gov dichvucongvn.com,1,1,1,1,1,1,1,1,1,1
TE_042,[SIM CASH] Thong bao: Hom nay la ngay cuoi cung thanh toan khoan vay. Vui long thanh toan qua ung dung. http:// 103.9.78.145:8126,1,1,1,1,1,0,0,0,1,1
TE_043,Vietcom: Diem Priority cua quy khach sap het han. Vui long quy doi tai V-C-B-priority.com,1,1,1,1,0,1,1,1,0,1
TE_044,Ngay Hom Nay Ra Mat Nen Tang Quoc Te Moi! Tang Quy Tan Thu 108K. Vui Choi Rinh Tien Ve!!! LH: EdQL. RekcPG.com,1,1,1,1,1,1,1,1,1,1
TE_045,Xác thực NGAY để không bị TẠM NGỪNG dịch vụ data! - Truy cập https://viettel.vn/xacthucTB (app My Viettel) để thực hiện và nhận 50.000₫ (cộng ngày hôm sau) khi hoàn thành. - Hoặc truy cập VNeID để xác nhận sử dụng. Chi tiết liên hệ 198 (0₫). Trân trọng,0,0,0,0,0,0,0,0,0,0
TE_046,Tai khoan Telegram cua ban bi nghi ngo vi pham quy dinh. Vui long dang nhap vao trang web chinh thuc imad-TG.com trong vòng 12 gio de xac minh va go bo han che.,1,1,1,1,1,1,1,1,1,1
TE_047,[Vi de dang] Thong bao: Hom nay la ngay cuoi cung thanh toan khoan vay. Vui long thanh toan qua ung dung. https://bit.ly/4tVZggw,1,1,1,1,1,1,1,1,1,1
TE_048,VNPT: Quy khach co 6.623 diem thuong sap het han hom nay. Hay doi diem tai vnptdiem.com truoc khi diem het han.,1,1,1,1,1,1,1,1,1,1
TE_049,Vui long truy cap de thanh toan tien phat giao thong thang nay va tranh phi phat do nop tre: govvn-dichvucong.com,1,1,1,1,1,1,1,1,0,0
NEW_050,(ACB) Tai khoan cua ban da mo dich vu tai chinh toan cau phi dich vu hang thang la 2.000.000VND se bi tru trong 2 gio. Neu khong phai ban mo dich vu vui long nhan vao https://acb.vnipay.top de huy,1,1,1,1,1,1,1,1,1,1
NEW_051,Vietinbank tran trong thong bao tai khoan cua quy khach hien tai da bi khoa dnag nhap https://www.vniatinbanks.cc de xac thuc ngay hom nay,1,1,1,1,1,1,1,1,0,1
NEW_052,Th0ng ba0:BIDV nang cap he thong. Vui l0ng dang nhap https://bidv.xyz va nang cap. Neu khong tai khoan se bi kh0a. aabd,1,1,1,1,1,1,1,1,1,1
NEW_053,"Ngan Hang VPBANK THONG BAO. Chuc Mung Tai Khoan Cua LE THỊ HOA XUAN Nhan Duoc 1 Luot ""QUAY SO - MIEN PHI"", Nhan Ngay 1 Trong 3 Phan Qua Gom: 1 iPhone 11 512GB. 1 Tivi LG 4K 55inch. 10 Trieu Dong Vao Tai Khoan. 
Truy Cap Website: https:// login-online.com.vn/ De Thuc Hien Luot QUAY SO MAY MAN MIEN PHI.Goi Vao 1900 54 54 15.Xin Cam On!",1,1,1,1,1,1,0,0,1,1
NEW_054,Ong/(Ba) da du d! eu'k!en NHAN'TIEN ho tro tu quy-BHTN. Bam'vao www.opaxa.icu de_'lay. QUA-HAN' SE KHÔNG DUOC CHAP_NAHN! JKqc,1,1,1,1,1,1,1,1,1,1
NEW_055,"Cảnh sát Giao thông Việt Nam: Hiện tại, bạn đang có một khoản tiền phạt chưa thanh toán trong tài khoản. Vui lòng thanh toán khoản phí này càng sớm càng tốt để tránh những bất tiện không đáng có. Để biết thêm thông tin, vui lòng truy cập: https:// dichvucongg.top/vn",1,1,1,1,1,0,1,1,0,1
NEW_056,"Kính gửi người dùng AgriBanK, điểm tài khoản của bạn đã được đổi thành điều kiện quà tặng. Vu lòng đăng nhập www.bank.vip ngay để đổi quà. Nếu quá hạn, nó sẽ không được chấp nhận.",1,1,1,1,1,1,1,1,1,1
NEW_057,UNG DUNG VCB DIGIBANK cua ban duoc PHAT HIEN KICH HOAT tren thiet bi la. Neu KHONG PHAI BAN KICH HOAT vui long bam vao https://vietcombank.vn-ms.top de doi thiet bi hoac huy de tranh mat tai san,1,1,1,1,1,1,1,1,1,1
NEW_058,NETFLIX: Khoan thanh toan cuoi cung cua ban da bi tu choi. Xac nhan thong tin thanh toan cua ban tai: https://new- sub.com,1,1,1,1,1,1,1,1,1,1
NEW_059,"Quy khach co don hang VTP1772285973052 (tien COD: 0 d) gui tu Hoang Xuan Don DA CHUYEN 20107608 0948011022 da duoc nhan vien VIETTELPOST Nguyen Thi Thu Hang
84984246643/0862526888 giao thanh cong. Quy khach vui long danh gia chat luong dich vu cua
Viettel Post tai yk.vtp.vn/S/Wc0Pb9nQLUvmYSQ8QdsZ9A
Hotline: 19008095",1,0,1,0,0,1,1,0,1,1
NEW_060,"Công an giao thông Hồ Chí Minh: Bạn có hình phạt vi phạm cần được xử lý kịp thời. Để biết chi tiết, vui lòng kiểm tra http.//dichvucong .xyz/DLGAWTBtGW",1,1,1,1,1,1,1,1,1,1
NEW_061,"Cảnh sát Giao thông Việt Nam: Hồ sơ vi phạm giao thông được lưu trữ dưới tên của bạn. Để biết thêm thông tin, vui lòng truy cập https:// dichvucongs.top/vn",1,1,1,1,1,1,1,1,1,1
NEW_062,"6geR #Ban da-du D1EU KIEN HOAN-TH.UE TNCN, tai: www.dichvucong.vip",1,1,1,1,1,1,1,1,1,1
NEW_063,Xin vui long tra tien phi giao thong: dichvucon.cc/vn,1,1,1,1,1,1,1,1,1,1
NEW_064,"Theo NQ-116, Ong(Ba) da du d!eu k!en NHAN TIEN h0 tro tu quy B/H/T/N. Bam vao www.wtudl.icu de. QUA' HAN SE KHONG DUOC CHAP NHAN! SPOS",1,1,1,1,1,1,1,1,1,1
COM_065,"Våo ngay pkwin link http://casino-5-euro-no-deposit-bonus-545732.expertinvisalign.online dang ki tai khoan nhan code 108k, nap dau tang 100% trai nghiem casino,no hu hay nhat.",1,1,1,1,1,1,1,1,1,1
COM_066,"Pkwin dinh cao giai tri-rut tien nhanh,nap tien Ian dau nhan thuong 100% gioi thieu ban be nhan 488k tai https://m.691179.cc/Account&gister?f-794577",1,1,1,1,1,1,1,1,1,1
COM_067,Dang ky 99K-Tai APP nhan 58K- Khuyen mai nap dau 100% Lixi moi ngay 88.888K VIP 108.888K https://m.797179.com/Account/Register?fz713476,1,1,1,1,1,1,1,1,1,1
COM_068,DT68 tang tan thu 68k trai nghiem danh cho ng choi moi. Tan thu nap dau thuong them 100% cuc chat. Nhan 68K tai https://ln.run/dt68phatIoc68k-2,1,1,1,1,1,1,1,1,1,1
COM_069,"Xwin trang game doi thuong phien ban web ra mat choi ban ca, no hu, xoc dia, tai xiu... dang ki ngay nap tien Ian dau tang 50% <https://gddecwjj.bamczalo.me/>",1,1,1,1,1,1,1,1,1,1
COM_070,NhHậẬnNLLLuUôônnNNNggaAayTTámTrRRăămMNNNNgghHHììnNĐĐĐồồnng{Gomapple.com:ThhHắắnnggTThhìBạnnRRúÚtTLLuuônn,1,1,1,1,1,1,1,1,1,1
COM_071,MMờỜờiVààooCCChHhơƠớii)0kgoogle.com:EEEmTặặnngLLLộỘộccLLuôÔnnNNgGaAyYYTámmTámmNNgGhHìÌnnĐồỔngNhHé,1,1,1,1,1,1,1,1,1,1
COM_072,8qbet tai khoan moi tao theo link duoi nhan code 58k. Nap dau nhan 58.8k. Rut k gioi han 888888k! Tai https://dx1115.868qbet.com,1,1,1,1,1,1,1,1,1,1
COM_073,CCCứỨỨThhoảiIMáÁiliCChHơil]atuapple.com[VVàooLLLấẤấyNNgGGaAAyYYTTáÁámTTámNGhHìÌnĐồỔnNNggGNNhHa,1,1,1,1,1,1,1,1,1,1
COM_074,79CLUB TANG BAN CODE 200K. NHAP NGAY MA CODE: 200KFREE Thu van may ngay tai: https://79codethantai.biz,1,1,1,1,1,1,1,1,1,1
COM_075,"NO<QKTYhqsH.saqew.link(is;Song~Bac-Uy_Tin~Rut_Tien:Cuc_Dai:Nhanh,Nhen,",1,1,1,1,1,1,1,1,1,1
COM_076,LC79 tang CODE mien phi cho khach VIP: Link: https://lc79.sh/,1,1,1,1,1,1,1,1,1,1
COM_077,JaKDiemDanh(phsqqgk.oerapple.com(TriAnx2NapYgroupsgooglecomul,1,1,1,1,1,1,1,1,1,1
COM_078,"Có 98,000 hong lixi phát! https://ua49.com",1,1,1,1,1,1,1,1,1,1
COM_079,"Xin chào, tôi là trưởng phòng nhân sự của Cty HVS hiện tại Cty đang tuyển dụng nhân viên bán thời gian. Tiền lương được trả hàng ngày. Bạn có thể làm việc tại nhà và thu nhập từ 15tr đến 30tr một tháng bình quân 500k-1tr/ngày , 
Công việc đơn giản và có thể thực hiện mọi lúc mọi nơi. Để ứng tuyển, vui lòng liên hệ với chúng tôi qua Yêu cầu độ tuổi : 23 - 65tuổi
zalo: zalo.me/84562696538 Liên hệ / zalo:84562696538",1,1,1,1,1,1,1,0,1,1
COM_080,"Xin chào, tôi là trưởng phòng nhân sự của Cty DSC hiện tại Cty đang tuyển dụng nhân viên bán thời gian. Tiền lương được trả hàng ngày. Bạn có thể làm việc tại nhà và thu nhập từ 15tr đến 30tr một tháng bình quân 500k-1tr/ngày ,
Công việc đơn giản và có thể thực hiện mọi lúc mọi nơi. Để ứng tuyển, vui lòng liên hệ với chúng tôi qua
Yêu cầu độ tuổi : 23 - 65tuổi
zalo: zalo.me/84928902102
Liên hệ / zalo:84928902102",1,1,1,1,1,1,1,0,1,1
COM_081,"Xin chào . Bạn là người dùng có lịch sử tương tác tốt . Chúc mừng bạn đã được EBAY xét duyệt và nhận được phần công việc online để kiếm thêm thu nhập .
Công việc dễ dàng thực hiện và thanh toán . Mỗi ngày bạn có thể kiếm 300k-1tr . Bạn hãy liên hệ mình ngay để được hướng dẫn .
zalo.me/84569481923
zalo: 84569481923",1,1,1,1,1,1,1,0,1,1
COM_082,"TIKI shop cần tuyển nhân viên làm việc tại nhà!!!
Số lượng có hạn chỉ 50 người.
Công việc: Xử lý đơn hàng trên nền tảng ứng dụng .
Yêu cầu độ tuổi : 23+ tuổi .
Thu nhập 280k - 1200k .
Nhận tiền trong ngày .
Liên hệ
zalo: zalo.me/84562335028
zalo: 84562335028",1,1,1,1,0,0,1,0,1,1
COM_083,"Bên Em Nhận Làm Các Loại Bằng Cấp 3,Cao Đẳng,Đại Học..Căn Cước CD, Đăng Ký Xe Các Loại,GPLX Máy A1,Ôtô B2,C...& Tất Cả Giấy Tờ Khác.Liên Hệ: 0799 328 103 Giao Hàng Toàn Quốc",1,1,1,1,1,1,1,1,1,0
COM_084,"Xin chào, tôi là quản lý tuyển dụng của TikTok, chúng tôi sẽ mời bạn làm việc bán thời gian tại nhà, lương sẽ được trả ngay trong ngày,
500k-900k
zalo.me/84879921010
zalo: 84879921010",1,1,1,1,1,1,1,0,1,1
COM_085,"Quy khach co 104.670 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360.
Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap My Viettel tai https://myvt.page.link/goidata . Chi tiet LH 198 (0d). Tran trong.",0,0,0,0,0,0,0,0,0,0
COM_086,"Ban co 10.000D qua Nap Dien Thoai & 140.000D qua khac trong MoMo, het han 31/8. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!",0,0,0,0,0,0,0,0,1,0
COM_087,"[TB] MỪNG QUỐC KHÁNH! Viettel khuyến mại 20% giá trị tất cả thẻ nạp trong ngày 31/08. Tiền KM sử dụng nội mạng đến hết 15/09/2023. Giảm thêm 2,5% khi nạp thẻ tại https://viettel.vn/pay/tt . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0,0,0,0,0,0,0,0,0,0
COM_088,"Quy khach dang thuc hien
Lien ket the/TK Sacombank
Ma OTP: 587437 hieu luc 1 phut
Quy khach se MAT TIEN va THONG TIN neu cung cap Ma OTP cho bat ky ai",0,0,0,0,0,0,0,0,0,0
COM_089,"Quy khach da hoan tat xac thuc thanh cong Sacombank Pay. Neu Quy khach KHONG thuc hien, vui long soan STBPAY KHOA gui 8149, hoac lien he ngay 1800585888",0,0,0,0,0,0,0,0,0,0
COM_090,"Quý khách đã đăng ký thành công gói ST30K: 30.000đ/7 ngày có 7GB, hết lưu lượng truy cập theo gói Mobile Internet đang sử dụng (nếu có). Gói cước gia hạn sau 7 ngày, lưu lượng còn lại sẽ được bảo lưu khi gia hạn thành công. 
Truy cập My Viettel tại https://viettel.vn/kttk để kiểm tra ưu đãi. Soạn HUY ST30K gửi 191 để hủy gia hạn. Chi tiết LH 198 (0đ). Trân trọng.",0,0,0,0,0,0,0,0,0,0
COM_091,"Quy khach dang thuc hien
Chuyen tien nhanh 247 den TK
Nguoi nhan: HO CONG HONG
So tien: 20,000 VND
Ma OTP: 136452 hieu luc 1 phut",0,0,0,0,0,0,0,0,0,0
COM_092,"[TB] CHỈ 5K, CÓ DATA SIÊU TỐC!
Soạn ST5K gửi 191: Chỉ 5.000đ/ngày có ngay 500MB tốc độ cao sử dụng đến 24h. Gói cước gia hạn hàng ngày. ĐẶC BIỆT: TẶNG THÊM 500MB khi mua lần thứ 2 trong ngày. LH 198 (0đ).",0,0,0,0,0,0,0,0,0,0
COM_093,Viettel TB: Cuoc goi cua Quy khach vua thuc hien duoc tinh gia cuoc ngoai vung khuyen mai. Tran trong.,0,0,0,0,0,0,0,0,0,0
COM_094,"[QC] TẶNG ngay Modem Wifi 2 băng tần cùng 1-2 tháng cước khi đăng ký mới DV Internet Cáp quang Viettel và đóng trước cước từ 6-12 tháng tại https://viettel.vn/s/ftth. Quý khách sẽ có ngay đường truyền Internet siêu nhanh, 
tốc độ từ 100Mbps với cước TB chỉ từ 165.000đ/tháng. Phí hòa mạng 300.000đ. Chi tiết LH 18008168 (0đ). Từ chối QC, soạn TC3 gửi 199.",0,0,0,0,0,0,0,0,0,0
COM_095,"(QC) Tang 200MB truy cap internet va co hoi NHAN 500.000d vao tai khoan goc khi soan XN1 gui 5282 dang ky goi data giai tri ngay Mydata. KHONG GIOI HAN data toc do cao luot Facebook, TikTok, Youtube, Spotify, Instagram... 
voi ung dung Mydata. Uu dai data su dung trong 24h. Cuoc phi chi 3.000d/ngay, gia han theo ngay. Chi tiet truy cap http://mydata.viettel.vn hoac LH 198 (0d). Tu choi QC, soan TC4 gui 199.",0,0,0,0,0,0,0,0,0,0
COM_096,"[TB] Để đảm bảo an toàn khi tham gia giao thông dịp Quốc khánh 02/09/2023, đề nghị người dân chấp hành pháp luật về trật tự, an toàn giao thông, điều khiển phương tiện đúng tốc độ, giữ khoảng cách an toàn,
không tránh/vượt sai quy định, tuyệt đối không điều khiển phương tiện khi đã sử dụng rượu, bia.",0,0,0,0,0,0,0,0,0,0
COM_097,"[TB] Toàn dân tích cực hưởng ứng tham gia cuộc thi Tìm hiểu Luật phòng, chống ma túy. Thông tin chi tiết truy cập địa chỉ: https://thitimhieuluatphongchongmatuy.vn",0,0,0,0,0,0,0,0,0,0
COM_098,"Quy khach dang thuc hien
Chuyen tien nhanh 247 den TK
Nguoi nhan: NGUYEN THUY DUONG
So tien: 463,000 VND
Ma OTP: 710760 hieu luc 1 phut",0,0,0,0,0,0,0,0,0,0
COM_099,"Quy khach dang thuc hien
Chuyen tien nhanh 247 den TK
Nguoi nhan: PHAN GIA LONG
So tien: 55,000 VND
Ma OTP: 563239 hieu luc 1 phut",0,0,0,0,0,0,0,0,0,0
COM_100,"[TB] Để duy trì liên lạc và kết nối trong thời gian di chuyển, mời Quý khách tham khảo các gói cước:
1. Soạn 1N gửi 191: 10K/ngày có 5GB, miễn phí gọi điện (10p/cuộc nội mạng, 5p ngoại mạng), SMS nội mạng, TV360
2. Soạn 3N gửi 191: 30K/3 ngày có 15GB (5GB/ngày), miễn phí gọi điện (10p/cuộc nội mạng, 15p ngoại mạng), SMS nội mạng, TV360
Gói cước gia hạn khi hết chu kỳ. LH 198 (0đ).",0,0,0,0,0,0,0,0,0,0
COM_101,"Quy khach duoc cong them 79 diem Viettel++ boi giao dich Tieu dung vien thong thang 08/2023. Thoi han su dung diem den 30/09/2024. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, 
SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,0,0,0,0,0,0,0,0,0
COM_102,"[TB] TRỌN GÓI 10K - BAO DATA, GỌI CẢ NGÀY!
1. Soạn 1N gửi 191: 10K/ngày có 5GB, miễn phí gọi điện (10p/cuộc nội mạng, 5p ngoại mạng), SMS nội mạng, TV360
2. Soạn 3N gửi 191: 30K/3 ngày có 15GB (5GB/ngày), miễn phí gọi điện (10p/cuộc nội mạng, 15p ngoại mạng), SMS nội mạng, TV360
Gói cước gia hạn khi hết chu kỳ.
LH 198 (0đ).",0,0,0,0,0,0,0,0,0,0
COM_103,"[TB] Thoải mái liên lạc và kết nối khi di chuyển, mời Quý khách tham khảo các gói cước:
1. Soạn ST15K gửi 191: 15K/3 ngày có 3GB
2. Soạn 3N gửi 191: 30K/3 ngày có 5GB/ngày, miễn phí gọi điện, SMS nội mạng và TV360
Chi tiết các gói cước tại https://viettel.vn/s/3ngay . LH 198 (0đ).",0,0,0,0,0,0,0,0,0,0
