message_id,content,ann_1,ann_2,ann_3,ann_4,ann_5,ann_6,ann_7,ann_8,ann_9,ann_10,
COM_022,Tran trong thong bao toi quy khach! Tai khoan cua ban se bi tam ngung dich vu va0 ngay 3 thang 10. Vui long vao www.bidvsmat.com hom nay,1,1,1,1,1,1,1,1,1,1,
TE_023,"Techcom: Kinh gui Quy khach, 11324 diem Vietcom Priority sap het han. De tranh het han, vui long doi diem ngay tai: tech-com- priority.com",1,1,1,1,1,1,1,1,1,1,
TE_024,Vietcom: 11324 diem Priority cua Quy khach se het han som. Vui long doi diem ngay: vietcompriority.com,1,1,1,1,0,1,1,1,1,0,
TE_025,"Vietcom Mot loi nhac nho: So diem cua ban tong cong 31.603.148 V ND, se het han vao ngay 12 thang 4. Dung quen su dung nhe! Chi tiet: vietcomi.com/vn",1,1,1,1,1,1,1,1,1,1,
TE_026,"O?~Mb]hQPFcghx.dchvb.tech""wCo Cu,u;Ngu'y~T:hua~100,%-Don",1,1,1,1,1,1,1,1,1,1,
TE_027,"[TB] CMND dang ký thuê bao c?a Quý khách dã h?t hi?u l?c t? 1/1/2025 (theo quy d?nh lu?t Can cu?c). Quý khách vui lòng truy c?p https://viettel.vn/doigiayto và c?p nh?t thông tin CC/CCCD m?i nh?t ho?c d?n c?a hàng giao d?ch Viettel d? du?c h? tr?.
T?ng 50.000? vào tài kho?n khuy?n m?i khi th?c hi?n online qua My Viettel tru?c 01/05/2026, uu dãi c?ng vào ngày hôm sau. Chi ti?t liên h? 198 (0?). Trân tr?ng.
",0,0,0,0,0,0,0,0,0,0,
TE_028,"C?nh báo: TR?N QU?C VI?T di gi?i quy?t kho?n vay 1.250.000? app BIG DONG trong vòng 2 ti?ng HÔM NAY. N?u c? tình vay ti?n CHIEM_ÐOAT, không tr? n? ho?c l?y lý do không vay Ð? TR?N N.?. Chúng tôi truy xu?t thông tin CCC.D tra ngu?i
thân gia dình h? hàng, g?i v? noi làm vi?c. cày danh b? b?n bè, facebook zalo. Công khai hình ?nh chân dung GI?T N? lem lu?c d?n t?ng ngu?i. Link app thanh toán:http://i.xpl.asia/LsSBmu",1,1,1,1,1,0,0,1,1,1,
TE_029,"VUI LONG H?P TÁC TR? N? TRU?C 9H SÁNG NAY, K ÐC C? TÌNH K THANH TOÁN S? ?NH HUONG UY TIN DANH D? Link app: https://t.ly/zT487",1,1,1,1,1,1,1,1,1,1,
TE_030,[TB] S? di?n tho?i c?a Quý khách dã du?c xác th?c thông tin theo quy d?nh c?a Thông tu 08/2026/ TT-BKHCN. Quý khách KHÔNG C?N th?c hi?n thêm b?t k? thao tác xác th?c nào và yên tâm ti?p t?c s? d?ng d?ch v?. Viettel trân tr?ng c?m on Quý khách dã d?ng hành!,1,1,1,1,0,0,0,0,0,0,
TE_031,"Em Yeu Quach Duc Giang Thoi Gian Dang Ky Nhan 427k Cua Quy Khach Sap Het Han, Truy Cap Ngay Https://mm99.band",1,1,1,1,1,1,1,1,1,1,
TE_032,"Xe b?n có vi ph?m, x? lý ngay: dichvucong-vn.com",1,1,1,1,1,1,1,1,1,1,
TE_033,Trang Gem Moi Ra Mat. Tang Qua Tan Thu Len Den 588K Khi Dang Ki. Nap Dau Tang 100%. Truy Cap Ngay: RHPsvL.LoZuF.me,1,1,1,1,1,1,1,1,1,1,
TE_034,"Em chào anh/ ch?, em là Trang bên ngân hàng VPBANK, em có ti?p nh?n anh/ch? có nhu c?u m? th? tín d?ng Vpbank thông qua App VT Money. Em liên h? qua d? hu?ng d?n mình hoàn thiên h? so m? th? tín d?ng c?a bên em ?. 
Anh/ch? dành 3-5p vào app VT money e h? tr? hu?ng d?n hoàn thi?n h? so ?. https://mothe.senid.vn/tpc_vtm/mobileapp",1,1,1,1,1,0,1,0,1,1,
TE_035,"Tech-com kinh gui: 11324 diem uu tien cua Quy khach se het han trong thoi gian toi. De dam bao quyen loi, vui long quy doi som tai vn-priority-tech.com",1,1,1,1,1,1,1,0,0,1,
TE_036,"Theo thông tu 08/TT-BKHCN c?a B? KH&CN, d? d?m b?o quy?n l?i & tránh gián do?n d?ch v?, QK c?n c?p nh?t thông tin thuê bao chính ch? trên ?ng d?ng Vietnamobile (m?c C?p nh?t thông tin bao):
https://www.vietnamobile.com.vn/app Hu?ng d?n chi ti?t: https://vietnamobile.com.vn/cntt CTLH 0922789789 (0?). QK vui lòng b? qua tin nh?n n?u dã th?c hi?n. Trân tr?ng",0,0,0,0,0,0,0,0,0,0,
TE_037,"T?T VINH VI?N. Xác th?c WhatsApp 12h, không làm là M?T whastxpp.vip",1,1,1,1,0,1,1,0,1,0,
TE_038,Vui long truy cap de thanh toan tien phat giao thong thang nay va tranh phi phat do nop tre : vndichvucong-gov.com,1,1,1,1,1,1,0,1,1,1,
TE_039,"Cam on QK 0369987068 da tham gia chuong trinh Khao sat Vang /Trang, vui long tham gia khao sat danh gia va nhan diem tich luy tai https://khaosat1913.com. LH Hotline: 02888881913",1,1,1,1,1,1,1,1,1,1,
TE_040,Viet-com tran trong thong bao: 11324 diem Priority cua Quy khach dang den han het hieu luc. Vui long thuc hien quy doi kip thoi vcb-doi-thuong.com,1,1,1,1,1,1,1,1,1,1,
TE_041,Thong bao phat: Ban se khong the gia han giay phep lai xe hoac xe hoi neu thong bao nay chua duoc thanh toan. Xem chi tiet hoac thanh toan: gov dichvucongvn.com,1,1,1,1,1,1,1,1,1,1,
TE_042,[SIM CASH] Thong bao: Hom nay la ngay cuoi cung thanh toan khoan vay. Vui long thanh toan qua ung dung. http:// 103.9.78.145:8126,1,1,1,1,1,0,0,0,1,1,
TE_043,Vietcom: Diem Priority cua quy khach sap het han. Vui long quy doi tai V-C-B-priority.com,1,1,1,1,0,1,1,1,0,1,
TE_044,Ngay Hom Nay Ra Mat Nen Tang Quoc Te Moi! Tang Quy Tan Thu 108K. Vui Choi Rinh Tien Ve!!! LH: EdQL. RekcPG.com,1,1,1,1,1,1,1,1,1,1,
TE_045,Xác th?c NGAY d? không b? T?M NG?NG d?ch v? data! - Truy c?p https://viettel.vn/xacthucTB (app My Viettel) d? th?c hi?n và nh?n 50.000? (c?ng ngày hôm sau) khi hoàn thành. - Ho?c truy c?p VNeID d? xác nh?n s? d?ng. Chi ti?t liên h? 198 (0?). Trân tr?ng,0,0,0,0,0,0,0,0,0,0,
TE_046,Tai khoan Telegram cua ban bi nghi ngo vi pham quy dinh. Vui long dang nhap vao trang web chinh thuc imad-TG.com trong vòng 12 gio de xac minh va go bo han che.,1,1,1,1,1,1,1,1,1,1,
TE_047,[Vi de dang] Thong bao: Hom nay la ngay cuoi cung thanh toan khoan vay. Vui long thanh toan qua ung dung. https://bit.ly/4tVZggw,1,1,1,1,1,1,1,1,1,1,
TE_048,VNPT: Quy khach co 6.623 diem thuong sap het han hom nay. Hay doi diem tai vnptdiem.com truoc khi diem het han.,1,1,1,1,1,1,1,1,1,1,
TE_049,Vui long truy cap de thanh toan tien phat giao thong thang nay va tranh phi phat do nop tre: govvn-dichvucong.com,1,1,1,1,1,1,1,1,0,0,
NEW_050,(ACB) Tai khoan cua ban da mo dich vu tai chinh toan cau phi dich vu hang thang la 2.000.000VND se bi tru trong 2 gio. Neu khong phai ban mo dich vu vui long nhan vao https://acb.vnipay.top de huy,1,1,1,1,1,1,1,1,1,1,
NEW_051,Vietinbank tran trong thong bao tai khoan cua quy khach hien tai da bi khoa dnag nhap https://www.vniatinbanks.cc de xac thuc ngay hom nay,1,1,1,1,1,1,1,1,0,1,
NEW_052,Th0ng ba0:BIDV nang cap he thong. Vui l0ng dang nhap https://bidv.xyz va nang cap. Neu khong tai khoan se bi kh0a. aabd,1,1,1,1,1,1,1,1,1,1,
NEW_053,"Ngan Hang VPBANK THONG BAO. Chuc Mung Tai Khoan Cua LE TH? HOA XUAN Nhan Duoc 1 Luot ""QUAY SO - MIEN PHI"", Nhan Ngay 1 Trong 3 Phan Qua Gom: 1 iPhone 11 512GB. 1 Tivi LG 4K 55inch. 10 Trieu Dong Vao Tai Khoan. 
Truy Cap Website: https:// login-online.com.vn/ De Thuc Hien Luot QUAY SO MAY MAN MIEN PHI.Goi Vao 1900 54 54 15.Xin Cam On!",1,1,1,1,1,1,0,0,1,1,
NEW_054,Ong/(Ba) da du d! eu'k!en NHAN'TIEN ho tro tu quy-BHTN. Bam'vao www.opaxa.icu de_'lay. QUA-HAN' SE KHÔNG DUOC CHAP_NAHN! JKqc,1,1,1,1,1,1,1,1,1,1,
NEW_055,"C?nh sát Giao thông Vi?t Nam: Hi?n t?i, b?n dang có m?t kho?n ti?n ph?t chua thanh toán trong tài kho?n. Vui lòng thanh toán kho?n phí này càng s?m càng t?t d? tránh nh?ng b?t ti?n không dáng có. Ð? bi?t thêm thông tin, vui lòng truy c?p: https:// dichvucongg.top/vn",1,1,1,1,1,0,1,1,0,1,
NEW_056,"Kính g?i ngu?i dùng AgriBanK, di?m tài kho?n c?a b?n dã du?c d?i thành di?u ki?n quà t?ng. Vu lòng dang nh?p www.bank.vip ngay d? d?i quà. N?u quá h?n, nó s? không du?c ch?p nh?n.",1,1,1,1,1,1,1,1,1,1,
NEW_057,UNG DUNG VCB DIGIBANK cua ban duoc PHAT HIEN KICH HOAT tren thiet bi la. Neu KHONG PHAI BAN KICH HOAT vui long bam vao https://vietcombank.vn-ms.top de doi thiet bi hoac huy de tranh mat tai san,1,1,1,1,1,1,1,1,1,1,
NEW_058,NETFLIX: Khoan thanh toan cuoi cung cua ban da bi tu choi. Xac nhan thong tin thanh toan cua ban tai: https://new- sub.com,1,1,1,1,1,1,1,1,1,1,
NEW_059,"Quy khach co don hang VTP1772285973052 (tien COD: 0 d) gui tu Hoang Xuan Don DA CHUYEN 20107608 0948011022 da duoc nhan vien VIETTELPOST Nguyen Thi Thu Hang
84984246643/0862526888 giao thanh cong. Quy khach vui long danh gia chat luong dich vu cua
Viettel Post tai yk.vtp.vn/S/Wc0Pb9nQLUvmYSQ8QdsZ9A
Hotline: 19008095",1,0,1,0,0,1,1,0,1,1,
NEW_060,"Công an giao thông H? Chí Minh: B?n có hình ph?t vi ph?m c?n du?c x? lý k?p th?i. Ð? bi?t chi ti?t, vui lòng ki?m tra http.//dichvucong .xyz/DLGAWTBtGW",1,1,1,1,1,1,1,1,1,1,
NEW_061,"C?nh sát Giao thông Vi?t Nam: H? so vi ph?m giao thông du?c luu tr? du?i tên c?a b?n. Ð? bi?t thêm thông tin, vui lòng truy c?p https:// dichvucongs.top/vn",1,1,1,1,1,1,1,1,1,1,
NEW_062,"6geR #Ban da-du D1EU KIEN HOAN-TH.UE TNCN, tai: www.dichvucong.vip",1,1,1,1,1,1,1,1,1,1,
NEW_063,Xin vui long tra tien phi giao thong: dichvucon.cc/vn,1,1,1,1,1,1,1,1,1,1,
NEW_064,"Theo NQ-116, Ong(Ba) da du d!eu k!en NHAN TIEN h0 tro tu quy B/H/T/N. Bam vao www.wtudl.icu de. QUA' HAN SE KHONG DUOC CHAP NHAN! SPOS",1,1,1,1,1,1,1,1,1,1,
COM_065,"Våo ngay pkwin link http://casino-5-euro-no-deposit-bonus-545732.expertinvisalign.online dang ki tai khoan nhan code 108k, nap dau tang 100% trai nghiem casino,no hu hay nhat.",1,1,1,1,1,1,1,1,1,1,
COM_066,"Pkwin dinh cao giai tri-rut tien nhanh,nap tien Ian dau nhan thuong 100% gioi thieu ban be nhan 488k tai https://m.691179.cc/Account&gister?f-794577",1,1,1,1,1,1,1,1,1,1,
COM_067,Dang ky 99K-Tai APP nhan 58K- Khuyen mai nap dau 100% Lixi moi ngay 88.888K VIP 108.888K https://m.797179.com/Account/Register?fz713476,1,1,1,1,1,1,1,1,1,1,
COM_068,DT68 tang tan thu 68k trai nghiem danh cho ng choi moi. Tan thu nap dau thuong them 100% cuc chat. Nhan 68K tai https://ln.run/dt68phatIoc68k-2,1,1,1,1,1,1,1,1,1,1,
COM_069,"Xwin trang game doi thuong phien ban web ra mat choi ban ca, no hu, xoc dia, tai xiu... dang ki ngay nap tien Ian dau tang 50% <https://gddecwjj.bamczalo.me/>",1,1,1,1,1,1,1,1,1,1,
COM_070,NhH??nNLLLuUôônnNNNggaAayTTámTrRRaamMNNNNgghHHììnNÐÐÐ??nng{Gomapple.com:ThhH??nnggTThhìB?nnRRúÚtTLLuuônn,1,1,1,1,1,1,1,1,1,1,
COM_071,MM???iVààooCCChHhoO?ii)0kgoogle.com:EEEmT??nngLLL???ccLLuôÔnnNNgGaAyYYTámmTámmNNgGhHìÌnnÐ??ngNhHé,1,1,1,1,1,1,1,1,1,1,
COM_072,8qbet tai khoan moi tao theo link duoi nhan code 58k. Nap dau nhan 58.8k. Rut k gioi han 888888k! Tai https://dx1115.868qbet.com,1,1,1,1,1,1,1,1,1,1,
COM_073,CCC???Thho?iIMáÁiliCChHoil]atuapple.com[VVàooLLL???yNNgGGaAAyYYTTáÁámTTámNGhHìÌnÐ??nNNggGNNhHa,1,1,1,1,1,1,1,1,1,1,
COM_074,79CLUB TANG BAN CODE 200K. NHAP NGAY MA CODE: 200KFREE Thu van may ngay tai: https://79codethantai.biz,1,1,1,1,1,1,1,1,1,1,
COM_075,"NO<QKTYhqsH.saqew.link(is;Song~Bac-Uy_Tin~Rut_Tien:Cuc_Dai:Nhanh,Nhen,",1,1,1,1,1,1,1,1,1,1,
COM_076,LC79 tang CODE mien phi cho khach VIP: Link: https://lc79.sh/,1,1,1,1,1,1,1,1,1,1,
COM_077,JaKDiemDanh(phsqqgk.oerapple.com(TriAnx2NapYgroupsgooglecomul,1,1,1,1,1,1,1,1,1,1,
COM_078,"Có 98,000 hong lixi phát! https://ua49.com",1,1,1,1,1,1,1,1,1,1,
COM_079,"Xin chào, tôi là tru?ng phòng nhân s? c?a Cty HVS hi?n t?i Cty dang tuy?n d?ng nhân viên bán th?i gian. Ti?n luong du?c tr? hàng ngày. B?n có th? làm vi?c t?i nhà và thu nh?p t? 15tr d?n 30tr m?t tháng bình quân 500k-1tr/ngày , 
Công vi?c don gi?n và có th? th?c hi?n m?i lúc m?i noi. Ð? ?ng tuy?n, vui lòng liên h? v?i chúng tôi qua Yêu c?u d? tu?i : 23 - 65tu?i
zalo: zalo.me/84562696538 Liên h? / zalo:84562696538",1,1,1,1,1,1,1,0,1,1,
COM_080,"Xin chào, tôi là tru?ng phòng nhân s? c?a Cty DSC hi?n t?i Cty dang tuy?n d?ng nhân viên bán th?i gian. Ti?n luong du?c tr? hàng ngày. B?n có th? làm vi?c t?i nhà và thu nh?p t? 15tr d?n 30tr m?t tháng bình quân 500k-1tr/ngày ,
Công vi?c don gi?n và có th? th?c hi?n m?i lúc m?i noi. Ð? ?ng tuy?n, vui lòng liên h? v?i chúng tôi qua
Yêu c?u d? tu?i : 23 - 65tu?i
zalo: zalo.me/84928902102
Liên h? / zalo:84928902102",1,1,1,1,1,1,1,0,1,1,
COM_081,"Xin chào . B?n là ngu?i dùng có l?ch s? tuong tác t?t . Chúc m?ng b?n dã du?c EBAY xét duy?t và nh?n du?c ph?n công vi?c online d? ki?m thêm thu nh?p .
Công vi?c d? dàng th?c hi?n và thanh toán . M?i ngày b?n có th? ki?m 300k-1tr . B?n hãy liên h? mình ngay d? du?c hu?ng d?n .
zalo.me/84569481923
zalo: 84569481923",1,1,1,1,1,1,1,0,1,1,
COM_082,"TIKI shop c?n tuy?n nhân viên làm vi?c t?i nhà!!!
S? lu?ng có h?n ch? 50 ngu?i.
Công vi?c: X? lý don hàng trên n?n t?ng ?ng d?ng .
Yêu c?u d? tu?i : 23+ tu?i .
Thu nh?p 280k - 1200k .
Nh?n ti?n trong ngày .
Liên h?
zalo: zalo.me/84562335028
zalo: 84562335028",1,1,1,1,0,0,1,0,1,1,
COM_083,"Bên Em Nh?n Làm Các Lo?i B?ng C?p 3,Cao Ð?ng,Ð?i H?c..Can Cu?c CD, Ðang Ký Xe Các Lo?i,GPLX Máy A1,Ôtô B2,C...& T?t C? Gi?y T? Khác.Liên H?: 0799 328 103 Giao Hàng Toàn Qu?c",1,1,1,1,1,1,1,1,1,0,
COM_084,"Xin chào, tôi là qu?n lý tuy?n d?ng c?a TikTok, chúng tôi s? m?i b?n làm vi?c bán th?i gian t?i nhà, luong s? du?c tr? ngay trong ngày,
500k-900k
zalo.me/84879921010
zalo: 84879921010",1,1,1,1,1,1,1,0,1,1,
COM_085,"Quy khach co 104.670 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360.
Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap My Viettel tai https://myvt.page.link/goidata . Chi tiet LH 198 (0d). Tran trong.",0,0,0,0,0,0,0,0,0,0,
COM_086,"Ban co 10.000D qua Nap Dien Thoai & 140.000D qua khac trong MoMo, het han 31/8. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!",0,0,0,0,0,0,0,0,1,0,
COM_087,"[TB] M?NG QU?C KHÁNH! Viettel khuy?n m?i 20% giá tr? t?t c? th? n?p trong ngày 31/08. Ti?n KM s? d?ng nô?i ma?ng dê´n hê´t 15/09/2023. Gi?m thêm 2,5% khi n?p th? t?i https://viettel.vn/pay/tt . Chi ti?t g?i 197 b?m phím 19 (0d). Trân tr?ng.",0,0,0,0,0,0,0,0,0,0,
COM_088,"Quy khach dang thuc hien
Lien ket the/TK Sacombank
Ma OTP: 587437 hieu luc 1 phut
Quy khach se MAT TIEN va THONG TIN neu cung cap Ma OTP cho bat ky ai",0,0,0,0,0,0,0,0,0,0,
COM_089,"Quy khach da hoan tat xac thuc thanh cong Sacombank Pay. Neu Quy khach KHONG thuc hien, vui long soan STBPAY KHOA gui 8149, hoac lien he ngay 1800585888",0,0,0,0,0,0,0,0,0,0,
COM_090,"Quý khách dã dang ký thành công gói ST30K: 30.000d/7 ngày có 7GB, h?t luu lu?ng truy c?p theo gói Mobile Internet dang s? d?ng (n?u có). Gói cu?c gia h?n sau 7 ngày, luu lu?ng còn l?i s? du?c b?o luu khi gia h?n thành công. 
Truy c?p My Viettel t?i https://viettel.vn/kttk d? ki?m tra uu dãi. So?n HUY ST30K g?i 191 d? h?y gia h?n. Chi ti?t LH 198 (0d). Trân tr?ng.",0,0,0,0,0,0,0,0,0,0,
COM_091,"Quy khach dang thuc hien
Chuyen tien nhanh 247 den TK
Nguoi nhan: HO CONG HONG
So tien: 20,000 VND
Ma OTP: 136452 hieu luc 1 phut",0,0,0,0,0,0,0,0,0,0,
COM_092,"[TB] CH? 5K, CÓ DATA SIÊU T?C!
So?n ST5K g?i 191: Ch? 5.000d/ngày có ngay 500MB t?c d? cao s? d?ng d?n 24h. Gói cu?c gia h?n hàng ngày. Ð?C BI?T: T?NG THÊM 500MB khi mua l?n th? 2 trong ngày. LH 198 (0d).",0,0,0,0,0,0,0,0,0,0,
COM_093,Viettel TB: Cuoc goi cua Quy khach vua thuc hien duoc tinh gia cuoc ngoai vung khuyen mai. Tran trong.,0,0,0,0,0,0,0,0,0,0,
COM_094,"[QC] T?NG ngay Modem Wifi 2 bang t?n cùng 1-2 tháng cu?c khi dang ký m?i DV Internet Cáp quang Viettel và dóng tru?c cu?c t? 6-12 tháng t?i https://viettel.vn/s/ftth. Quý khách s? có ngay du?ng truy?n Internet siêu nhanh, 
t?c d? t? 100Mbps v?i cu?c TB ch? t? 165.000d/tháng. Phí hòa m?ng 300.000d. Chi ti?t LH 18008168 (0d). T? ch?i QC, so?n TC3 g?i 199.",0,0,0,0,0,0,0,0,0,0,
COM_095,"(QC) Tang 200MB truy cap internet va co hoi NHAN 500.000d vao tai khoan goc khi soan XN1 gui 5282 dang ky goi data giai tri ngay Mydata. KHONG GIOI HAN data toc do cao luot Facebook, TikTok, Youtube, Spotify, Instagram... 
voi ung dung Mydata. Uu dai data su dung trong 24h. Cuoc phi chi 3.000d/ngay, gia han theo ngay. Chi tiet truy cap http://mydata.viettel.vn hoac LH 198 (0d). Tu choi QC, soan TC4 gui 199.",0,0,0,0,0,0,0,0,0,0,
COM_096,"[TB] Ð? d?m b?o an toàn khi tham gia giao thông d?p Qu?c khánh 02/09/2023, d? ngh? ngu?i dân ch?p hành pháp lu?t v? tr?t t?, an toàn giao thông, di?u khi?n phuong ti?n dúng t?c d?, gi? kho?ng cách an toàn,
không tránh/vu?t sai quy d?nh, tuy?t d?i không di?u khi?n phuong ti?n khi dã s? d?ng ru?u, bia.",0,0,0,0,0,0,0,0,0,0,
COM_097,"[TB] Toàn dân tích c?c hu?ng ?ng tham gia cu?c thi Tìm hi?u Lu?t phòng, ch?ng ma túy. Thông tin chi ti?t truy c?p d?a ch?: https://thitimhieuluatphongchongmatuy.vn",0,0,0,0,0,0,0,0,0,0,
COM_098,"Quy khach dang thuc hien
Chuyen tien nhanh 247 den TK
Nguoi nhan: NGUYEN THUY DUONG
So tien: 463,000 VND
Ma OTP: 710760 hieu luc 1 phut",0,0,0,0,0,0,0,0,0,0,
COM_099,"Quy khach dang thuc hien
Chuyen tien nhanh 247 den TK
Nguoi nhan: PHAN GIA LONG
So tien: 55,000 VND
Ma OTP: 563239 hieu luc 1 phut",0,0,0,0,0,0,0,0,0,0,
COM_100,"[TB] Ð? duy trì liên l?c và k?t n?i trong th?i gian di chuy?n, m?i Quý khách tham kh?o các gói cu?c:
1. So?n 1N g?i 191: 10K/ngày có 5GB, mi?n phí g?i di?n (10p/cu?c n?i m?ng, 5p ngo?i m?ng), SMS n?i m?ng, TV360
2. So?n 3N g?i 191: 30K/3 ngày có 15GB (5GB/ngày), mi?n phí g?i di?n (10p/cu?c n?i m?ng, 15p ngo?i m?ng), SMS n?i m?ng, TV360
Gói cu?c gia h?n khi h?t chu k?. LH 198 (0d).",0,0,0,0,0,0,0,0,0,0,
COM_101,"Quy khach duoc cong them 79 diem Viettel++ boi giao dich Tieu dung vien thong thang 08/2023. Thoi han su dung diem den 30/09/2024. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, 
SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,0,0,0,0,0,0,0,0,0,
